mean_erythema,p90_erythema,red_excess_ratio,p90_red_excess,rg_ratio,rb_ratio,mean_hue,std_hue,mean_saturation,std_saturation,mean_value,std_value,ycbcr_cr_mean,ycbcr_cr_std,skin_pixel_fraction,sobel_roughness,p90_roughness,sobel_direction_entropy,laplacian_sharpness,chromatic_dispersion,luminance_convexity,texture_contrast,texture_homogeneity,edge_density,category_index,category_name
17.241,32.4862,13.5602,21.7622,1.4467,1.1803,19.8096,10.3802,44.1152,17.5707,147.4566,38.6505,145.6481,14.8619,0.8244,21.0108,44.6544,2.6045,867.4578,88.7695,14.9531,15.2112,41.2042,23.5239,2,Rash_Irritation
10.5196,26.3024,17.3236,31.1133,1.3189,1.3346,28.7334,19.1791,29.6919,10.0,151.6106,24.9368,157.1305,15.4645,0.8509,27.2044,56.3352,2.8652,175.2591,73.8553,11.7991,16.7642,43.5133,23.3762,2,Rash_Irritation
11.145,30.7109,23.7096,34.9428,1.1377,1.6365,14.0167,20.8314,50.9234,24.41,122.955,22.1338,159.2706,19.6936,0.9349,16.1138,36.8006,2.9418,525.4558,49.5248,9.6242,16.2487,58.3644,15.53,2,Rash_Irritation
24.4017,37.843,19.0581,35.1445,1.3277,1.217,15.5929,17.1773,34.8613,25.3484,182.2907,16.6329,145.616,9.6609,0.9594,19.9707,43.9092,2.5325,1021.5867,34.6521,11.2501,12.6269,61.5717,10.8451,2,Rash_Irritation
8.0,22.4287,10.3796,19.5443,1.08,1.2299,20.1389,14.3997,39.917,24.678,139.3297,38.8238,141.1986,13.817,0.8612,15.6243,32.3521,2.879,1231.5242,42.8438,14.9682,14.8745,41.4016,30.9991,2,Rash_Irritation
8.8224,30.5243,12.9234,27.4657,1.4977,1.4596,31.3138,14.6678,49.3169,28.3619,105.5733,25.8437,162.2964,11.5996,0.9194,26.0284,55.9308,2.5672,688.1152,50.0799,12.4022,22.1091,51.7892,27.8348,2,Rash_Irritation
8.0,31.4916,13.868,33.2295,1.401,1.1445,28.7033,18.1453,50.0333,25.5824,142.0669,29.1456,151.3402,19.0764,0.9138,17.2419,48.951,2.6841,579.1814,45.8892,17.6468,15.2159,65.0011,19.5773,2,Rash_Irritation
8.0,18.6068,12.135,24.5081,1.4029,1.2735,17.9864,26.2416,38.9376,21.8444,141.0265,21.6115,159.0306,18.0485,0.8687,30.1964,63.3911,2.8871,768.611,36.3627,11.8547,8.5809,52.6875,6.3568,2,Rash_Irritation
10.1479,24.683,13.1135,21.7049,1.2816,1.4219,20.4372,23.2584,42.6559,26.0847,151.4104,46.8341,154.0372,22.0412,0.8398,24.4919,47.2539,2.6238,644.6876,30.8836,15.6629,15.2646,48.3641,13.9486,2,Rash_Irritation
8.6877,25.6646,20.9727,40.6918,1.2532,1.4076,19.9323,13.6634,48.4892,20.2053,132.6714,36.081,150.2598,15.5601,0.8274,14.953,30.4228,2.8287,905.9557,59.4049,8.6001,20.8795,37.2616,20.9214,2,Rash_Irritation
17.4344,32.217,9.9827,18.3291,1.3443,1.317,18.423,18.4773,39.9625,24.092,107.3087,22.355,159.5504,24.5901,0.8881,18.0651,47.2705,2.8877,832.1266,48.1187,15.5208,20.0556,65.5697,15.8535,2,Rash_Irritation
15.3498,35.7015,10.4511,19.3662,1.2225,1.6817,17.8069,22.8074,50.7081,20.9238,148.6958,24.0063,147.6332,8.357,0.8491,25.2735,54.0491,2.5722,904.3533,63.9492,12.0343,21.5731,45.4193,17.5333,2,Rash_Irritation
16.6676,34.3042,19.3349,37.3315,1.4121,1.7436,22.3543,17.9455,42.1709,21.7356,181.9621,29.5659,152.2297,14.5014,0.8203,27.4535,43.7047,2.8965,1214.64,52.0858,8.1681,23.6204,50.3417,21.7228,2,Rash_Irritation
15.5285,36.7784,9.5972,20.1826,1.0935,1.3637,23.9017,24.408,54.7918,25.7552,105.7464,34.9868,155.5858,16.5238,0.8717,19.9544,41.5331,2.5618,699.2421,31.2294,19.901,14.2405,59.7031,9.1545,2,Rash_Irritation
8.0,20.0602,21.138,30.859,1.2802,1.4685,26.3821,19.9035,45.8163,22.3114,130.7405,32.1392,152.3404,13.5519,0.9311,21.6838,46.5519,2.8421,709.4173,46.2138,9.8436,17.5189,39.2295,17.6657,2,Rash_Irritation
12.6511,24.1451,15.86,30.46,1.2261,1.3508,27.9215,18.6552,37.0426,23.1945,200.151,34.9586,154.5589,18.4024,0.9194,23.7103,50.2852,2.8208,418.7707,35.7194,12.0027,15.3091,45.9207,21.1293,2,Rash_Irritation
8.0,26.8667,10.4903,28.2481,1.1632,1.2436,28.1459,22.9201,43.629,27.4614,133.6819,30.4778,141.4167,14.0427,0.8359,27.0844,55.4476,2.7522,962.891,87.5123,12.8335,14.7116,37.9844,18.9598,2,Rash_Irritation
19.9557,30.9186,21.1949,33.5395,1.1841,1.2716,11.7361,14.2379,37.9568,20.0355,160.135,31.3559,150.903,13.1742,0.8791,24.0106,54.1074,2.7369,447.1628,62.2919,14.4097,19.2236,55.6771,16.3324,2,Rash_Irritation
16.5006,30.9098,21.0675,31.0333,1.0936,1.2985,24.838,15.8609,58.8383,21.6391,163.9547,26.7111,142.1609,15.1387,0.8064,18.1796,51.2619,2.6747,760.0895,46.9459,7.5169,14.5221,51.6546,16.1565,2,Rash_Irritation
14.6339,36.2158,21.0175,37.2424,1.0963,1.3686,21.0864,25.0496,51.3488,17.5326,139.4559,30.0899,153.9532,11.4246,0.8337,30.5193,50.3275,2.823,426.5976,42.8003,11.3349,11.5265,43.3623,17.5254,2,Rash_Irritation
21.3518,33.2663,20.0245,37.7799,1.3488,1.386,26.7601,16.949,41.3667,26.9276,170.1732,27.8689,153.3909,16.2393,0.9553,17.9102,36.3228,2.7811,771.1859,48.7565,8.5851,19.471,47.846,7.6597,2,Rash_Irritation
17.3434,36.603,17.3274,29.2259,1.08,1.4568,26.6716,15.5542,54.4562,20.653,167.2486,31.2069,171.7127,20.8777,0.8274,18.8757,43.4889,2.7782,913.7488,57.8963,7.9015,15.3651,43.6294,17.7561,2,Rash_Irritation
14.6779,37.7391,11.6656,28.3027,1.3475,1.3834,30.173,27.3649,39.3592,26.3354,199.792,35.4748,155.6626,8.2126,0.8321,20.6321,48.8965,2.6305,677.8026,53.3437,9.0178,16.2559,51.1158,21.3856,2,Rash_Irritation
9.324,17.31,11.6362,24.1498,1.1157,1.3059,25.6564,9.2598,34.9588,12.3489,102.7721,30.0744,145.6665,10.392,0.9398,14.3093,35.5684,2.5863,579.2123,32.957,23.9763,8.7185,57.0168,13.837,3,Swelling_Contusion
9.4864,22.2877,8.7439,15.6119,1.1833,1.3724,20.2759,10.2042,26.8394,6.0052,164.5805,26.6883,148.0367,7.0505,0.8336,21.3451,42.168,2.6107,623.7241,30.9717,20.4719,10.6956,73.9974,9.7484,3,Swelling_Contusion
4.0,16.5634,10.1053,20.1183,1.1321,1.3411,29.3412,12.8723,25.4148,14.8228,166.4054,27.2029,149.3469,11.5088,0.9776,13.4821,37.0328,2.5251,355.5596,28.8283,13.2226,7.9467,51.8315,6.2483,3,Swelling_Contusion
6.0594,16.4173,19.6133,27.0588,1.1513,1.0942,23.7749,7.9331,26.6843,15.7495,107.4971,22.2194,140.1765,10.3701,0.8973,17.4206,34.4862,2.4969,344.0529,34.8248,16.3686,8.4859,80.1179,17.7894,3,Swelling_Contusion
7.7035,21.5462,13.1252,19.0087,1.1071,1.3816,17.5786,13.1969,33.2724,9.9337,140.0061,27.0334,152.5171,11.9394,0.8956,16.9738,34.7616,2.3866,613.5774,29.0698,23.1475,12.6763,62.347,4.1637,3,Swelling_Contusion
4.0,13.4793,12.8892,23.4531,1.2445,1.283,18.2032,15.1679,38.2578,5.4512,143.2396,27.344,152.7825,9.1284,0.8651,14.0589,27.1663,2.2338,400.8512,8.0,20.3391,12.6735,55.5441,6.2197,3,Swelling_Contusion
8.9535,20.1297,9.9822,18.9466,1.3056,1.1826,27.1324,3.5,23.7734,13.4514,143.7988,32.6436,152.3863,10.3079,0.8336,16.5031,34.2499,2.6791,480.5433,24.9028,26.5018,10.9387,78.469,1.5,3,Swelling_Contusion
17.5777,31.1277,5.3094,18.8581,1.45,1.4381,26.9346,14.8568,38.9314,12.2395,124.1315,15.1706,145.024,9.5139,0.9569,9.6273,30.206,2.5788,616.4924,17.1017,9.8599,10.3449,59.484,6.4461,3,Swelling_Contusion
10.9931,22.8807,14.5551,26.8054,1.352,1.1751,21.8882,10.3886,38.0114,14.4176,136.6883,25.39,141.2294,6.5332,0.8416,18.1688,36.3805,2.4246,184.8228,25.9637,14.7049,11.0873,61.0182,5.1357,3,Swelling_Contusion
10.2449,22.5244,15.7233,31.3458,1.2629,1.1357,22.3176,11.6408,17.6303,11.5468,164.629,30.2099,153.3351,10.6091,0.8317,15.4572,37.5152,2.5824,370.1724,33.0736,19.8204,9.679,57.7349,9.8522,3,Swelling_Contusion
7.617,17.828,15.7445,26.1311,1.1835,1.1309,22.6088,5.7727,29.6586,9.5908,68.7037,26.8512,157.2118,12.8187,0.9828,13.7758,37.3885,2.3791,413.4737,23.1168,18.1056,9.4701,65.7039,5.8086,3,Swelling_Contusion
9.5991,24.2301,14.3163,29.1776,1.1525,1.1756,14.8764,9.9266,35.1027,11.3469,139.5816,16.3647,143.3827,9.0504,0.8961,13.9471,22.9856,2.6101,262.8856,21.2028,22.6221,5.2031,65.5107,6.1002,3,Swelling_Contusion
5.5773,17.8024,15.6733,24.9464,1.2636,1.2006,22.075,10.8223,39.3444,12.174,122.578,25.5091,142.7887,13.2356,0.8799,15.9653,38.871,2.5341,469.9921,11.3499,30.988,7.7956,71.971,8.387,3,Swelling_Contusion
13.8128,28.3119,8.8048,19.3657,1.1091,1.2833,22.6814,8.9958,46.8363,13.1847,158.9221,23.3897,159.8252,8.1511,0.9111,21.3878,32.3506,2.4709,758.9445,26.4649,30.0387,9.6086,60.335,1.5,3,Swelling_Contusion
5.9283,18.6334,13.3263,26.8964,1.203,1.2318,37.6921,8.3934,32.7934,16.183,122.6462,29.2538,139.988,10.3841,0.8666,17.9564,29.9833,2.5498,271.9522,20.6033,20.5069,9.34,76.2428,13.4327,3,Swelling_Contusion
17.8504,34.7373,15.4828,29.1063,1.1924,1.2462,26.3888,6.5755,33.0621,17.1233,122.3112,21.508,140.0944,14.472,0.8384,18.733,32.5316,2.8356,208.9319,29.2979,12.1287,11.285,69.5529,6.7833,3,Swelling_Contusion
8.4838,19.0836,13.6584,25.8986,1.1918,1.1232,26.6943,8.8215,32.6728,8.9408,101.7288,11.4806,144.2785,9.707,0.9464,17.2777,31.1893,2.3822,742.2919,9.8437,20.4157,8.0009,44.0,3.8771,3,Swelling_Contusion
9.675,22.1407,13.6072,23.6877,1.1297,1.4412,24.9516,9.4106,32.6777,7.3191,118.416,27.4929,133.2751,11.9341,0.8031,16.1296,29.6909,2.4562,521.0859,12.8616,18.1273,10.5607,63.5684,8.9644,3,Swelling_Contusion
4.0,21.7064,9.5122,25.4064,1.112,1.2649,46.7143,11.5855,52.1517,13.3201,108.662,24.9135,154.7935,16.4887,0.9301,17.5886,30.0806,2.4043,729.6038,23.7786,11.9968,10.2804,69.3397,8.7597,3,Swelling_Contusion
10.6869,20.8536,15.0492,30.0154,1.1398,1.2121,21.176,10.2808,36.9094,15.2395,159.3541,25.1522,143.526,8.3777,0.9504,17.2113,36.9832,2.5087,564.1346,26.3518,11.8308,10.1384,55.3625,4.4732,3,Swelling_Contusion
10.4555,19.5091,13.8495,28.0739,1.2072,1.2407,25.6546,8.8675,48.648,14.0898,190.1517,20.2667,144.5327,7.0036,0.9248,21.9836,37.2027,2.41,226.1948,16.1257,18.4645,9.0088,73.3847,9.9425,3,Swelling_Contusion
10.2336,21.3008,10.0712,23.1953,1.2457,1.0593,21.2031,8.8597,41.4638,8.5799,128.8579,24.4979,147.3809,7.8932,0.959,21.5189,32.2492,2.2454,356.844,33.3181,17.6119,11.8417,61.6993,11.1384,3,Swelling_Contusion
18.0765,25.9343,8.5532,19.7939,1.1617,1.2254,22.3028,6.6187,35.0039,8.7968,130.9082,17.8352,144.5715,13.8311,0.8663,17.5071,25.9077,2.5602,837.0559,16.4671,24.876,7.0349,59.0326,6.1168,3,Swelling_Contusion
4.0,13.9397,15.276,29.9478,1.2522,1.0808,26.523,6.3354,40.1754,12.6977,123.199,19.9572,149.0965,7.6491,0.8747,14.4304,25.9146,2.4208,364.7779,15.9354,14.5542,11.2922,45.6474,5.2647,3,Swelling_Contusion
13.9669,30.4357,14.9938,20.0992,1.1829,1.2531,14.0337,8.2367,40.0338,10.145,132.2293,35.5273,155.0049,12.4027,0.8695,16.7317,27.3945,2.5317,308.2407,20.2103,13.9381,7.7302,45.5998,9.7353,3,Swelling_Contusion
19.8711,33.2354,7.9952,15.6074,1.1842,1.0578,16.967,7.5594,32.4138,15.9457,134.5395,25.9633,134.2153,12.0829,0.8958,19.7117,33.3792,2.6359,512.7987,24.5752,15.4202,10.2913,60.5223,9.4966,3,Swelling_Contusion
5.0413,21.9766,9.3467,14.5775,1.2588,1.2255,19.0848,3.7056,25.0973,19.1576,133.01,24.0374,144.0009,10.2578,0.8615,12.0792,34.1921,2.6508,799.2282,28.696,25.605,7.4468,74.4651,7.4998,3,Swelling_Contusion
10.6186,22.7467,15.8506,31.4596,1.2193,1.3155,35.3446,4.9679,19.7683,15.8148,114.1457,13.8814,135.3642,16.4055,0.838,15.7607,24.8435,2.7748,604.6903,21.4419,16.4629,12.6051,65.7933,7.8868,3,Swelling_Contusion
10.9573,22.6856,15.749,22.379,1.2024,1.1859,27.6046,8.9369,23.2046,12.0807,121.5897,23.9109,152.5577,10.1569,0.8816,17.9264,28.9147,2.4047,423.362,35.4683,25.2335,8.7408,71.7249,7.2416,3,Swelling_Contusion
20.3407,35.3233,13.8944,26.5067,1.2338,1.3375,22.8087,3.5,37.5552,12.6993,138.2451,16.0565,145.7187,13.1508,0.8194,17.9117,29.2405,2.6361,463.0835,30.9211,18.5453,11.4186,65.6828,6.187,3,Swelling_Contusion
16.4284,28.4117,12.7912,26.2792,1.2339,1.3093,41.0571,9.9343,25.6907,14.2134,179.0831,21.226,149.6259,14.6862,0.9004,16.3515,25.3291,2.6821,532.5481,29.8576,21.5028,8.0603,70.443,11.2523,3,Swelling_Contusion
6.018,17.8894,5.4726,11.3775,1.1212,1.2946,34.152,13.501,35.3577,14.9693,143.8741,22.1659,138.5816,14.6207,0.8829,18.9538,40.1607,2.5619,100.0,16.8122,17.0742,5.2214,57.7575,9.1548,3,Swelling_Contusion
12.1069,20.6225,8.6242,14.0832,1.3228,1.0853,24.9914,7.4116,24.8833,10.6039,129.9449,23.0696,145.1495,9.136,0.8345,14.2899,36.9322,2.3814,598.4463,27.6007,22.5719,13.3635,57.0449,6.9858,3,Swelling_Contusion
7.4662,19.2175,18.3136,27.827,1.0,1.238,30.2641,10.5848,30.9761,12.8009,123.1639,27.074,151.0901,8.2064,0.847,14.0427,33.5862,2.4365,647.5793,13.2376,25.596,11.7557,64.7547,11.4334,3,Swelling_Contusion
17.3108,31.6902,8.8558,21.905,1.2401,1.2913,23.3081,15.0736,33.3019,12.4662,142.3166,17.8786,147.6251,11.6525,0.8193,13.5971,27.6337,2.5881,221.4138,31.8729,17.2404,8.1833,77.6027,4.9091,3,Swelling_Contusion
18.2212,33.5571,12.7916,25.1692,1.2772,1.2174,31.351,4.0699,35.7564,17.044,132.9832,28.035,154.7514,13.0676,0.8518,13.0923,22.681,2.5421,281.7137,33.5081,24.3216,10.6881,63.8831,9.4108,3,Swelling_Contusion
7.2544,16.3723,14.1885,25.6786,1.1131,1.3438,28.8565,7.8071,26.9907,9.8507,128.9994,18.3472,135.4203,14.42,0.7845,14.9235,33.4788,2.4321,474.536,17.1843,18.8229,8.1657,62.5773,14.9094,3,Swelling_Contusion
9.1535,19.5169,8.6047,18.0973,1.1457,1.2067,27.4622,11.5921,37.3736,15.1341,104.0286,23.1695,139.4991,12.2427,0.8712,16.9639,35.9246,2.6119,289.309,26.5543,13.3803,8.8365,62.8556,7.7804,3,Swelling_Contusion
8.9733,26.1131,12.07,22.0276,1.1299,1.02,29.8252,12.4635,36.1246,9.4513,116.5698,25.7197,145.7781,10.6226,0.8723,15.1723,34.8099,2.8665,119.5973,22.2456,24.3177,8.1048,54.2018,7.9736,3,Swelling_Contusion
4.0,18.6169,9.1572,22.7345,1.1187,1.1449,31.9758,4.6044,40.5567,13.7139,70.4436,23.0856,134.1162,7.3847,0.9912,10.4334,24.5804,2.6243,849.269,29.5484,26.1535,8.7791,66.2437,13.5583,3,Swelling_Contusion
8.9263,24.4208,10.2764,25.4684,1.2055,1.1712,27.0769,5.9945,27.4656,10.5966,103.0133,20.2224,144.0984,12.2068,0.8535,17.7413,37.104,2.6806,540.7369,24.5755,21.436,12.7612,75.7886,12.7718,3,Swelling_Contusion
4.1097,19.4921,13.9228,24.6925,1.1231,1.2816,20.9799,9.1699,21.5531,15.8393,172.9477,20.4002,146.4401,11.1155,0.9097,21.7584,37.5918,2.2729,435.9874,24.2894,22.3767,11.7112,66.6238,10.1204,3,Swelling_Contusion
11.6998,25.2834,6.4043,15.5195,1.104,1.1974,34.9273,4.6583,43.4459,10.6884,133.3255,21.6396,141.0257,12.3225,0.8524,10.5449,25.7442,2.4795,486.7776,15.1901,17.8039,9.7478,64.3003,9.3014,3,Swelling_Contusion
6.66,22.5231,11.4933,23.2809,1.1601,1.1337,28.737,13.444,31.0898,8.8139,147.4837,14.0703,143.7974,14.5341,0.8753,15.1379,32.197,2.658,569.5355,13.2256,11.5404,13.3505,67.9578,13.7338,3,Swelling_Contusion
7.9192,24.6241,17.2444,23.8714,1.3887,1.2425,32.9885,9.6296,25.7354,16.2256,125.8017,31.4454,152.142,12.8421,0.9006,10.9031,25.4756,2.5333,114.4314,39.2128,18.0214,12.6051,60.07,13.4225,3,Swelling_Contusion
8.0634,25.5737,3.87,12.3175,1.1726,1.2587,27.5097,5.354,30.894,11.8645,141.2309,14.7897,151.7271,8.0835,0.8925,15.8093,36.2879,2.3725,449.6791,27.3731,12.9799,12.4831,62.7614,14.8038,3,Swelling_Contusion
4.0,14.9799,19.5259,34.0,1.2093,1.1375,29.7157,10.068,37.3465,15.3705,131.7814,18.1609,149.5528,13.407,0.9235,8.9446,22.2197,2.5238,525.2565,18.7754,22.2298,6.701,62.7981,14.5507,3,Swelling_Contusion
9.7672,25.887,12.8045,26.1756,1.2433,1.1452,34.0966,11.9098,30.1112,10.3003,142.1643,15.8949,148.6631,13.4662,0.9836,10.2753,23.6205,2.6746,281.4234,24.2717,13.7811,12.5834,74.5437,9.8579,3,Swelling_Contusion
6.789,22.3055,17.7773,29.4423,1.2687,1.2288,19.2948,7.8093,44.1269,15.9334,142.8472,10.0,143.8302,10.1369,0.9946,16.3539,29.2157,2.5562,607.7183,30.4321,22.0057,3.7977,63.2704,15.8731,3,Swelling_Contusion
6.2948,17.4907,16.8629,31.0081,1.0419,1.2236,20.0721,9.571,25.4689,15.5209,132.3196,26.6307,150.897,12.1733,0.947,18.2672,29.3327,2.5362,425.7873,27.7358,15.2609,9.4378,84.0743,11.1074,3,Swelling_Contusion
10.3848,19.7643,10.9408,21.505,1.2815,1.2927,30.3417,7.0609,27.5845,12.2155,98.999,25.3919,133.115,9.5374,0.9011,21.1413,37.3896,2.7033,100.0,17.7928,18.1947,11.7751,73.0053,5.7288,3,Swelling_Contusion
10.2326,21.4738,11.7093,20.4848,1.3064,1.2144,28.804,14.9191,32.1066,10.9104,167.2095,23.0679,146.76,13.9904,0.9842,17.2539,32.519,2.52,525.8389,21.9222,20.3341,3.0,75.5502,4.4852,3,Swelling_Contusion
7.0623,14.619,8.9863,20.0747,1.1243,1.1892,22.7358,11.5509,27.8553,8.6107,143.3227,28.2841,134.7617,8.7057,0.9745,18.8256,32.2343,2.7199,598.5404,26.8733,21.1053,10.5569,69.5886,13.4846,3,Swelling_Contusion
12.7634,28.807,13.7417,23.9438,1.2359,1.2622,21.3935,10.6883,46.851,7.0514,158.6419,27.7093,154.4904,13.1772,0.9758,17.4403,32.2768,2.5275,171.1837,20.0849,22.0077,12.7128,65.8897,5.9965,3,Swelling_Contusion
10.3785,27.8715,10.6386,18.7028,1.273,1.217,33.1422,14.1136,38.9846,13.2103,159.883,27.7595,145.4915,13.9537,0.841,13.2785,35.7767,2.6848,430.8962,20.1666,20.7471,12.1894,73.1115,9.6309,3,Swelling_Contusion
4.0,19.6101,8.0227,14.7894,1.0413,1.1779,23.1041,9.8503,36.1719,9.4334,118.1692,19.2584,142.8543,10.8466,0.8563,14.7715,36.9848,2.5626,765.1514,14.8633,24.2959,7.7726,58.7123,12.714,3,Swelling_Contusion
5.3678,17.8457,4.2996,15.2638,1.2835,1.1062,32.9783,15.0728,32.578,8.2652,126.0017,10.7528,144.7916,13.4629,0.7831,16.7249,37.2058,2.4808,151.217,24.1218,30.9619,5.195,65.3166,14.7136,3,Swelling_Contusion
11.2881,19.0361,12.1305,24.6388,1.3068,1.1508,24.0873,9.4822,23.6336,17.1493,145.4846,27.5353,139.7338,13.1352,0.9474,16.4775,25.0187,2.564,792.9,19.5923,19.1601,6.6643,65.2302,10.6252,3,Swelling_Contusion
4.4296,22.1089,21.7526,28.1787,1.218,1.2945,29.6281,8.7115,42.0579,10.5683,130.491,21.1619,139.7202,12.0962,0.9229,14.3699,25.0946,2.3151,192.2887,43.2692,9.0,9.2294,75.1464,11.8164,3,Swelling_Contusion
7.4139,14.4206,15.1552,29.6743,1.1776,1.2418,35.9418,6.0113,39.3913,12.7333,141.6644,16.9823,143.7662,8.5449,0.7833,15.6458,37.2426,2.6715,328.1453,13.4368,17.9163,12.9087,66.8915,7.9234,3,Swelling_Contusion
13.8092,24.9675,15.0957,20.9474,1.1009,1.209,31.1046,9.9037,42.1804,7.8475,146.0043,16.1343,145.518,13.221,0.9839,10.9407,25.3512,2.3293,550.2653,35.7081,15.5178,12.8666,66.3474,4.2258,3,Swelling_Contusion
4.0,14.4931,5.2303,11.8643,1.1877,1.299,28.3253,11.6201,28.7024,11.2735,130.4462,16.033,134.1429,8.9926,0.8829,19.4257,42.4207,2.37,453.8527,31.7637,16.7219,11.2459,59.5431,9.3879,3,Swelling_Contusion
4.6689,18.0174,9.6746,17.5894,1.2874,1.3916,28.831,7.2006,21.1203,14.8333,87.667,21.1267,143.7663,10.7916,0.9959,15.9691,30.1086,2.897,100.0,28.6255,17.5019,3.0,59.4864,6.6758,3,Swelling_Contusion
11.1075,23.0055,12.0932,27.9093,1.0987,1.1504,19.0632,13.9961,22.7153,14.5467,110.7291,27.2209,150.3467,14.456,0.903,12.3851,25.0166,2.479,457.8939,29.1972,17.3218,10.1875,58.738,5.1616,3,Swelling_Contusion
7.8196,20.911,19.4756,25.8216,1.2433,1.293,26.6484,8.7779,36.1608,12.3529,140.8387,14.4097,142.4264,7.5603,0.8949,13.7037,30.3964,2.4931,353.2669,28.9224,21.3768,13.088,70.6098,5.2729,3,Swelling_Contusion
11.7702,29.5433,7.1724,14.1217,1.2327,1.0329,32.1741,8.3457,32.3948,9.7228,127.7611,24.4046,149.1487,14.8985,0.8349,10.974,32.9196,2.5235,685.0163,13.1961,18.0998,7.7289,66.0925,4.4568,3,Swelling_Contusion
5.1065,15.7583,9.6165,20.8168,1.1773,1.4071,20.1963,9.7412,48.4232,13.5229,139.2666,25.7865,142.7952,14.8989,0.8503,11.3848,25.0978,2.5006,399.3851,21.6864,25.3884,11.2859,68.1061,8.4906,3,Swelling_Contusion
16.0649,29.2249,11.1357,16.6319,1.0474,1.0552,27.5554,10.8031,42.757,14.3372,165.4366,29.9874,147.6944,9.9674,0.9411,15.9136,39.1361,2.5924,448.5931,15.1014,11.9672,11.7272,69.8294,10.4811,3,Swelling_Contusion
8.5425,18.9854,17.8431,24.6096,1.2091,1.3181,28.0766,13.3573,28.3682,7.8501,134.0463,22.5755,147.9858,10.9178,0.867,10.9773,23.5596,2.5337,604.1997,24.8581,30.1554,9.6821,61.5931,17.0462,3,Swelling_Contusion
4.0,18.1518,13.6387,20.8348,1.3477,1.3123,34.1797,8.3654,36.3662,13.7341,114.5071,26.7604,147.5008,13.0844,0.9337,11.6862,35.0161,2.2751,433.0778,23.2282,16.2698,12.7675,73.7049,11.7971,3,Swelling_Contusion
14.1621,27.6427,8.0412,13.1812,1.1994,1.3216,29.4521,3.5,23.8101,4.5004,140.1566,24.3227,146.5577,8.1232,0.9991,20.0255,40.3305,2.5922,224.0732,13.2377,19.9994,14.5753,79.5979,10.3029,3,Swelling_Contusion
7.0837,17.8472,4.3938,15.6458,1.1913,1.1628,30.4729,3.5,21.3646,9.5904,137.8392,24.2188,150.7766,11.3237,0.8075,5.0,14.0,2.4484,100.0,17.2685,22.0851,9.7385,63.9759,6.5562,3,Swelling_Contusion
8.3575,23.1687,11.3006,26.0337,1.4283,1.2754,24.2085,7.8159,30.2507,6.6941,137.7176,27.3091,141.6265,8.5779,0.8645,12.1806,26.4597,2.8473,172.7221,26.2036,18.3768,8.5409,75.2235,6.2877,3,Swelling_Contusion
11.4901,22.8818,10.191,19.6008,1.1133,1.2099,19.3011,6.1104,30.3513,14.2652,134.5179,18.2506,145.2551,7.0141,0.8327,14.1523,28.6081,2.6746,527.1909,21.5203,19.2902,11.6178,58.022,9.9936,3,Swelling_Contusion
9.8875,27.5516,12.008,24.92,1.0373,1.2659,33.9445,12.9484,37.6783,7.8856,142.6362,26.6717,135.1306,7.6362,0.9423,16.387,29.0505,2.7538,467.1546,28.9671,17.1447,11.1356,72.7506,7.3757,3,Swelling_Contusion
9.5702,18.98,15.163,30.3505,1.1072,1.2467,29.6984,5.7826,39.6993,10.8656,163.9476,30.9999,149.0679,10.7155,0.889,13.0979,33.0203,2.5513,229.3915,14.1495,17.5061,6.1588,63.7786,11.1437,3,Swelling_Contusion
9.7902,26.0985,11.4394,21.4425,1.1311,1.2887,22.3862,9.8381,24.631,9.3799,127.0214,32.9806,145.5544,15.964,0.799,17.8483,40.3048,2.6033,727.0842,26.5591,12.1078,10.6117,63.6592,2.1351,3,Swelling_Contusion
4.0,11.6436,13.9538,24.9599,1.2604,1.2021,36.1457,6.6496,28.9343,11.9085,135.9401,19.0757,147.0708,7.5081,0.8435,18.042,38.4486,2.6136,123.1322,24.9653,17.7244,10.6955,59.0075,6.6394,3,Swelling_Contusion
4.1634,21.1863,10.7949,21.38,1.3348,1.0615,25.0909,8.7019,23.1953,9.9476,136.1998,21.4673,136.5046,19.6222,0.9317,16.5614,26.9001,2.7098,420.4415,10.2803,15.1839,11.5848,81.5521,9.6749,3,Swelling_Contusion
12.897,20.7284,11.391,16.428,1.3154,1.0655,24.5115,16.325,32.6502,11.318,158.2246,29.8676,137.8415,12.2839,0.8742,17.9109,26.2081,2.8214,574.9821,13.5063,9.0,9.8465,75.327,7.5017,3,Swelling_Contusion
9.3858,24.2882,9.5277,16.7686,1.3123,1.3363,30.6369,5.0732,30.5383,17.7314,165.6951,14.5437,144.6943,12.0893,0.8662,10.1938,27.0444,2.5092,308.9085,21.0172,14.3985,9.1728,58.9281,7.7953,3,Swelling_Contusion
15.9177,25.9752,6.0279,16.4573,1.0411,1.1846,22.7024,10.6529,32.8694,18.2213,149.2271,10.0,133.8111,7.4116,0.8899,24.0,43.3793,2.5658,221.9567,10.9481,22.8904,3.0,73.8213,8.1254,3,Swelling_Contusion
8.594,26.193,12.5295,19.2694,1.1997,1.1691,26.7203,10.3208,33.7738,6.7711,104.2902,28.9556,143.3115,12.7542,0.8519,10.6654,20.2705,2.2604,330.2747,32.5575,20.8079,14.7468,69.2353,1.5,3,Swelling_Contusion
